27
0 2 1 1 41
145 70 0
144 70 0
142 70 0
141 70 16
140 70 0
139 71 0
138 73 0
136 75 15
135 77 0
134 81 0
133 84 0
132 87 16
132 90 0
132 93 0
132 96 0
133 99 16
134 101 0
135 104 0
137 106 0
138 109 15
140 110 0
142 112 0
144 113 0
146 114 16
148 115 0
151 115 0
153 116 0
155 116 15
157 116 0
160 116 0
163 116 16
165 115 0
169 113 0
171 111 0
173 109 0
176 106 16
177 104 0
179 102 0
179 99 0
181 96 15
182 93 0
0 2 1 1 6
179 78 0
178 76 0
177 74 0
175 73 0
175 72 15
173 72 0
0 2 1 1 23
222 49 0
223 49 0
224 50 0
224 52 15
224 55 0
225 58 16
225 61 0
226 65 0
226 71 0
226 76 0
225 82 0
224 87 16
224 91 15
223 96 0
222 101 0
221 105 0
221 109 0
219 113 0
218 116 0
216 120 16
216 123 0
216 125 15
216 127 0
0 2 1 1 21
219 118 0
221 118 0
223 118 0
224 117 16
226 117 0
229 116 0
230 115 0
231 115 15
233 115 0
234 115 0
236 115 0
237 114 16
239 114 0
241 114 0
242 114 0
243 114 16
245 114 0
246 114 0
247 114 15
248 114 0
249 114 0
0 2 1 1 32
143 146 0
138 151 0
135 156 0
132 159 0
131 162 0
129 166 16
126 170 0
124 175 0
124 178 0
123 182 15
123 185 0
123 188 0
126 192 0
128 194 16
131 197 0
134 199 0
137 202 0
143 204 16
149 206 0
156 208 0
163 209 0
170 210 15
179 211 0
187 211 0
197 211 16
207 211 0
217 209 0
226 208 0
237 206 16
247 204 0
258 201 0
267 198 0
0 2 1 1 41
390 84 0
389 86 16
388 87 0
387 89 16
387 92 0
386 95 0
384 100 0
384 104 0
383 108 0
383 112 15
383 118 0
383 124 0
383 129 0
384 135 16
385 140 0
386 146 0
389 150 0
391 154 16
394 157 15
396 161 0
400 163 0
402 166 0
406 168 0
412 171 0
416 173 0
423 175 16
429 176 0
436 177 0
444 177 0
452 177 15
459 177 0
467 176 0
475 174 0
482 172 16
489 170 16
495 167 0
500 163 0
503 161 0
507 157 0
510 154 0
512 152 0
0 2 1 1 24
497 119 0
498 119 15
500 119 0
502 119 0
504 119 16
506 119 0
508 119 0
511 119 0
515 119 15
519 119 0
524 119 0
529 119 0
533 120 16
539 120 0
544 121 0
549 121 0
552 122 16
555 122 0
558 123 0
561 123 0
564 123 15
565 123 0
566 123 0
567 123 16
0 2 1 1 22
511 142 0
511 143 0
512 143 16
513 143 0
516 144 0
519 145 0
522 145 15
525 146 0
528 146 0
532 146 0
535 146 16
538 146 0
541 146 0
545 146 0
548 146 16
552 146 0
555 146 0
558 146 0
561 146 15
563 146 0
565 146 0
567 146 0
0 2 1 1 25
579 114 0
579 116 31
580 118 0
581 120 0
582 123 16
583 129 0
583 133 0
583 140 0
583 145 15
582 151 0
581 158 0
581 163 0
580 170 16
578 177 0
576 184 0
574 191 0
572 198 16
570 204 0
568 210 15
567 217 0
565 223 0
564 228 0
563 234 0
563 238 0
562 242 16
0 2 1 1 47
522 247 0
519 248 0
516 251 0
514 253 16
511 257 0
509 260 0
507 263 16
506 268 0
506 271 0
507 274 0
508 277 15
511 279 0
513 283 0
518 286 0
523 290 16
530 293 0
537 295 0
544 298 0
552 299 15
562 300 0
571 301 0
579 302 0
588 302 16
596 301 0
601 300 0
606 298 0
611 295 16
614 293 0
617 288 0
618 285 0
618 279 15
617 275 0
613 270 0
609 264 0
603 258 16
595 252 0
588 245 0
578 240 0
568 234 16
557 230 0
547 227 15
538 224 0
530 223 0
523 222 0
517 222 0
513 222 0
511 222 16
255 2 1 1 45
177 339 0
177 340 62
176 342 16
175 344 0
174 348 0
174 351 16
174 355 0
174 359 0
174 363 0
174 369 15
174 375 0
174 381 0
174 388 0
174 395 0
173 402 16
173 407 0
173 413 0
173 417 0
173 421 15
174 425 0
176 429 0
177 431 0
178 433 32
178 434 0
179 436 0
180 436 0
181 436 0
183 437 0
184 437 0
186 436 15
188 435 0
191 431 0
192 428 16
195 424 16
198 420 0
200 415 0
203 409 0
207 401 0
209 394 0
209 388 0
211 381 31
212 376 0
215 371 0
216 367 0
218 362 15
255 2 1 1 13
185 381 0
186 382 16
